input,label
" :I agree, when I read that I definitely thought that it had to be taken out because it wasn't NPOV.",0
  :Two weeks now and no one has come forward with an example to I've removed the claim.  ,0
" ::::Agreed. However, I maintain that this should be doable with at most 7 links. The current setup can clearly be optimized - for example, both physics and mathematics are sciences.",0
"    All possibly valuable insight, Danny, but that would be better used at the entry for Dialectical materialism, not Historical materialism.  ",0
"This IP is used by schools all over Australia  On behalf of the school children of Australia, please excuse our behaviour!  Sorry for the misunderstanding  Disgruntled Student  ",0
"  As to an RFC, that would be fine with me (that's nothing formal like mediation is it?) ",0
#NAME?,0
"  You know, fictional science fiction is pretty redundant. There's a reason I took it out before.",0
"`  I'm a bit confused about this.  As I understand it, the Bohr compactification can be defined using either only Hausdorff compact groups (what some people simply refer to simply as compact groups) or quasi-compact groups (what some other people refer to simply as compact groups, unfortunately).  In the latter case, the homomorphism iota will be injective, thus iota(G) is a dense subgroup of H which is algebraically isomorphic to G, but carries a coarser topology in general.  I am not aware of a simple characterisation of those groups for which G is isomorphic to iota(G) as a topological group, but I'm sure there's a list of sufficient conditions around.  I suppose that the usual construction of the Bohr compactification is something along the lines of ``the closure of the diagonal in the direct product of all compact groups in which G maps via a continuous homomorphism with dense image``?  That might be easy enough to include in the article, but so far I've not actually stumbled across an actual construction, except in the abelian case.   `",0
"`  == stolen with permission ==  The rapidly rising current creates a rapidly rising magnetic field along the axis of the coil, which in turn induces an electric field going in circles inside the coil. The induced electric field causes an electron current in the can which experiences a vxB force in the magnetic field of the coil, causing the can to break into two pieces which are blown to the opposite sides of the lecture hall. The plasma ``theta pinch`` phenomenon occurs when the capacitor is discharged. This effect causes radiation pressure on the can which breaks it in two and blasts apart the two halves.`",0
"  Moriori: Thank you for informing me about this discussion but please note that I am user EdH, not user edh, and I have no interest in this sad controversy.  ",0
"`  :::Rex, your vicious personal attack on me is one of the silliest things I've ever seen from you  which is saying a lot, considering that, of the comments on and edits to articles that I've been significantly involved in, you've contributed more silly things than everyone else put together.  And, of course, as is typical of your tendency to act as if you and only you have any understanding of Wikipedia etiquette and principles, you do so in the name of ``collegial spirit``.  Is this comment of mine a personal attack on you, in violation of the rules?  I don't think so, so I'll spare you the trouble of typing a threat to start RfC/RfM/RfAr/whatever.  I stand by my statement regardless of which of those you threaten or actually commence.  `",0
", 4 Sep 2004 (UTC)  06:46",0
"  ==Edit attribution== Hi.  The edits from your IP have now been reattributed to your username.  Regards —  |  11:43, 2004 Sep 4 (UTC)",0
" :Even if only 20% of people know what it means, .  | ",0
"Wait, shouldn't karaage be karāge and kageboushi be kagebōshi? Or am I on crack? (See Romaji.) -    ",0
"`  :I agree that we should be consistent.  There is probably a subtle difference between the ``x effect`` and ``x-electricity``, so we need to record both forms somehow.  I would say that the ``x effect`` is an abstract concept meaning ``the process by which e.g. squeezing a crystal creates electricity``, while ``x-electricity`` is a concrete thing, the electricity that you get as the result of the effect.  I think this means that the title of the article should be the ``x effect``, as you said above, but let's acknowledge the existence of the ``x-electricity`` form somewhere in each article.   `",0
"`  -  I was just a bit bothered by the obvious bias of the article. I didn't look this up to get the writer's judgment of theodicy, but rather to understand the concept of theodicy. Telling me that it is all about ``making up`` reasons that God could be omnipotent is remarkably presumptive and a tad righteous. Regardless, I don't think it's relevant. Tell me what theodicy is. Tell me the arguments and ideas surrounding it. Don't give me your opinions or declare the concept somehow invalid. It's a waste of everyone's time.`",0
"  I'd best correct myself. I've noticed, upon further inspection, a distinct change in writing style in the offending paragraph. It does not invalidate the article that an angry person decided to throw in his two cents. I don't care for the paragraph, for it contributes nothing, but I don't feel comfortable editing the article myself.",0
"  Stop trolling, please.  ]] ",0
  == Text ==  Isn't it time to add the lyrics/text/liberetto's to Wiki?,0
"` ::BTW, ``partisan operatives?`` That is a direct Rather quote...are you taking your cues on bias from him? -  13:56, 2004 Sep 15 (UTC)`",0
Terrance lindall prefers that you do not inlcude him in the article under any circumstances or in the discussions.  The article which is continually changed by Mr. Boyer and freely allowed by Wikipedia is not a credible scholarly source of material on the history of surrealism in our time.  ,0
"  == VfD ==  No, I voted just after seeing your note.  ]] ",0
"  ==Images==  Hi Matthew, please could you let me know what licence you uploaded the following images under so they can be tagged. Image:Wpdms_ev26188_tristateregion_bluegreen.jpg, Image:Wpdms_idaho_territory_1863.png, Image:Wpdms_idaho_territory_1864.png, Image:Wpdms_idaho_territory_1864_legend.png, Image:Wpdms_napoleon_hill_2.jpg, Image:Wpdms_nasa_topo_bay_of_fundy.jpg, Image:Wpdms_nasa_topo_little_white_river.jpg, Image:Wpdms_new_mexico_territory_1850_idx.png, Image:Wpdms_new_mexico_territory_1853_idx.png, Image:Wpdms_new_mexico_territory_1861_legend_idx.png, Image:Wpdms_oregon_territory_1848.jpg, Image:Wpdms_oregon_territory_1859_detail.jpg, Image:Wpdms_prigogine.jpg, Image:Wpdms_shdrlfi020l_death_valley.jpg, Image:Wpdms_terra_northriver.jpg, Image:Wpdms_terra_thenarrows.jpg, Image:Wpdms_washington_idaho_territories_1863.png, Image:Wpdms_washington_territory_1863.png, Image:Wpdms_washington_territory_1863_legend.png  Thanks.  ",0
"  Besides, there are already many pages that are linking to African Languages instead (which is a redirect to African language at present). But now the existence of that page poses a problem if we are going to move this one. And by just plain copy-pasting the text, the history of this page will be gone. Anyone suggestions on how to solve this?",0
"WP:PR, sorry. I'm not despairing, it's ok, I just don't want to grow too attached to this article. I think the discussion has been very civil, but it's growing stale. I would like to hear some more opinions. As it is, this talk page looks disheartening. We should archive some stuff, and arrange the rest in a way that makes it easy to spot the disputed points. Maybe we should go back to minor edits to the article (not replacing entire paragraphs, but slight improvements, with the understanding they will be reverted if considered offensive). Thanks for your patience.    ",0
"`  ==Thank you==  Thank you for your constructive contribution to my update on the Jodeci article, re: K-Ci & JoJo.  However, this commet was most uncalled for:  ``(copyedit Mr. Treason additions)```",0
"`  :: Dante, I agree that it is the use of the word that constructs a POV.  Of course, in a technically accurate sense either word would work, but we would then be blind to the inherent emotional connotations in each example.  To gay activists, ``disruptive`` is connotating disapproval with the decision, as we normally use ``disruptive`` in a negative sense.  Important, to people with more traditional values who view marriage as necessarily between a man and a woman, improperly connotates a sense of approval and puts the decision in a positive light.  It is not only the content but the form of the message that is able to contain POV.  `",0
  someone using ip 202.73.112.213 just messed up on your last revision on Megawati Sukarnoputri. could you please check that page? thanks  ,0
 Could you link to the letters in that article?    ,0
"  :get the damn chronology correct.  I don't think your tone is appropriate, and I do not appreciate it.  ",0
"`  Ok, I retract my claim about British men's feet above!  English Customary Weights and Measures by Russ Rowlett describes a plausible origin whereby the natural foot (of around 9-10 inches) was initially used and 'evolved' to around 12 inches due to the length of 12 inches being a convenient multiple and subdivision of other lengths used at the time.  Apparantly, before the foot was standardised people used three different lengths: * a foot of 13 inches made from two shaftments of 6.5 inches each, * a foot equal to 12 inches, * a ``natural foot``, Latin: pes naturalis, of about 9.8 inches   has these tidbits about the measure: * the traditional Danish foot, equal to about 12.365 inches or 31.41 centimeters. * early civilizations of the Middle East had a longer foot, roughly 30 centimeters  * a Greek foot is at about 30.8 centimeters (12.1 inches) * a Roman foot at 29.6 centimeters (11.7 inches) * Swedish fot aka the Stockholm foot, equal to 11.689 inches or 29.69 centimeters * German fuss came in several versions: ** Viennese fuss was 12.444 inches (31.608 cm), ** Rheinfuss (Rhine foot) was 12.357 inches (31.387 cm) ** Bavarian fuß was 29 cm (11.41 inches) * French pied had several lengths, the best known being the royal foot (pied de roi) of 32.48 cm * Italian pie varied, 29.8 cm was one common length, but Venice used 34.8 cm and Bologna 38 cm * Spanish pie was the traditional foot of Spain and: ** in Spain was about 27.86 cm (10.97 in) ** in Argentine was 28.89 cm (11.37 in) ** in Texas was 11 1/9 inches or 28.22 cm  Finally, in 1869 Benjamin Gould measured the feet of the Chinese Terracotta Army, and found the average foot length was 25.6 cm without shoes (10.07 inches) and 27.7 cm with shoes (10.9 inches) - |  22:42, 2004 Sep 27 (UTC)`",0
"`  -  Hi Chris, I'm Alex from Monterrey, Mexico.  UANL stands for ``Universidad Autónoma de Nuevo León``.  I dont know what is the official name really of the team.  In their official page, www.tigres.com.mx, it seems that their official name is ``Club Tigres``, but they represent the UANL, so i dont know how to call them. .[[User:r_alcaraz_v|r_alcaraz_v]`",0
"Would just like to comment that the Laju incident which as credited as an occasion where Singapore's Commando SOF completed their successfull mission, is not exactly so.  The incident which occured between Jan and Feb 1974 triggered off the realisation that Singapore needed to put in place a counter terrorist force for emergencies like the Laju incident. As such the force couldn't have exist during the incident.  It was the members of the police force who served as voluntary hostages and  police negotiators, (not the military's Special Operations Force), which helped defuse the crisis.",0
"`, 1 Oct 2004 (UTC)  Still digging. For liquid:liquid solutions such as alcohol: ``Volume-volume percentage or % (v/v) describes the ml solute per 100 mL solution. This is most useful when liquids are being mixed. For example, beer is about 5% ethanol by volume. This means every 100 mL beer contains 5 mL ethanol (ethyl alcohol).`` (chem lecture notes) Need to re-write and include as volume-volume concentration. Still more to do ) - 02:19`",0
"`  == Uses ==  I think that a lot of the wording under ``Uses`` is bias and not true for many people. These two lines struck me particularly: It is also usually easier to change a pad than a tampon in public bathrooms., and In general, pads are a perfect fit for most women's menstrual needs., which I both totally disagree with, and would have to say that I'm hardly the only person to feel that way. Those aren't facts, those are some people's opinions.`",0
". If changes are made that do not qualify as vandalism, and they are neutral facts, then hands off. Let others modify it, which is why the Wikipedia was made in the first place. Even a completely biased Revisionist page by a revisionist would serve as a better starting point than what is here, because it would allow an accurate summary of what they are all about, which could then be modified by others until it was NPOV",0
`  ==regarded==  Why was the word ``regarded`` bolded?   `,0
"  Wikipedia is an encyclopedia, not a dictionary, but that's besides the point.  I agree: the element phosphorus is bound to be looked up more often than Phosphorus meaning Venus and so that article should take priority (in terms of where the user is taken when they search). However, Wikipedia is not designed to be used purely by Wikipedia editors or those clued up with its conventions (nor those willing to take the time to discover them), but by anybody who wants quick and helpful access to a topic. Is such a person likely to expect to find a footnote at the bottom of the element article - I certainly don't think so. I would have thought such a person would give up at that point and look elsewhere. I don't think such a person would expect the topic they're searching for to be a footnote to something entirely different. However, if the 'dab' (is that an official term?) is at the top of this article, this certainly isn't a problem.  I think it's poor practice - even if it is a general practice - to place disambiguation notices (I don't see why their 'significance' is a factor; either they're so insignificant they don't merit an article, or they do and hence shouldn't be hidden away) at the bottom of articles, since this makes the task of the user so much harder, whereas surely an encyclopedia should strive to make access to information as easy as possible.  How relevant the links to the page are I'm unsure: I would have thought many people access information by entering search terms, rather than coming from a different page, and so will not have the clarification of the article's name you seem to imply.   ",0
 :::Picture removed.  ,0
  Is awk really feature complete enough to be considered a general purpose programming languagE? I've always considered it more of a text manipulation language.  ,0
"`  == The first line may be incorrect: Aliens may view this article ==  Where it says on the first line ``Earth, the planet on which we live``, that may be incorrect if aliens from another planet grasp satelite signals from our planet. In that case, we may offend them and they could sue Wikipedia for irrelevant information. I therefore feel we should change it to ``Earth, the planet on which humans live``. It's important that our information be as relevant as possible, and that is why we should change the first line.`",0
"`|condo]] to prevent unecessary redirects? - , 2004-04-10t01:00z -  Not sure the recent edit changing Tyler from ``Anarchist`` to ``Nihilist`` is accurate. Tyler certainly does have a ethos and creed, where as a nihilist does not. His creed can certainly be said to be destruction of the current culture and certainly retrograde in many respects, seeking to return to a simpler subsistence level of existence (i.e. hunter/gatherer) but he definitely has an established ethos and world-view. It is simply contrary to much of modern society. I posit that the edit should be reverted back to anarchist.     ==Reader's Digest, Jack/Joe== Hey, a few years ago I was reading a really old Reader's Digest and I swear I actually read an article written first person from an organ's point of view.  (I don't remember which.)  ...and the guy's name was Joe.  This was before I read the book, so I just thought it was a really odd coincidence at the time...I can't seem to find the article anymore, though.  Does anyone else have any info on this?  Was Joe changed to Jack to avoid legal troubles with the original ``Joe's XXXXXX`` author?  : The author of the book was talking about real stories from Reader's Digest, so you probably did read the same ones he refered to. ``Joe`` is changed to ``Jack`` in the movie because Reader's Digest wasn't willing to allow them to mention it in the film.    ::I have a copy of John Pekkanen's article ``I am John's Brain Tumour``, from Reader's Digest (South Africa) 1990-12, volume 137, number 824. Chapter 7 of my copy of Palahniuk's Fight club has ``I am Jane's Uterus. I am Joe's Prostate. [...] I am totally Joe's Gallbladder``, ISBN 0-099-28333-6, Vintage (1997) UK Random House. The English RD sites I searched came up empty. The earliet ``Joe``s I found were two 1974 videos  from ``Pyramid Films``. I found that ``Pyramid Media`` credits it to RD . Does anyone have a source of an actual Reader's Digest article with ``Joe``? - , 2004-04-15t22:37z  ::: It is mentioned on the commentary for the DVD that Reader's Digest told them not to use ``Joe``. Apperantely they own the copyright somehow. Either way, the narrator in the book does use Joe rather than Jack. And given that the book is the original story, I believe that ``Joe`` should be used more often in the article than ``Jack`` (though ``the narrator`` fits the character's ``name`` more accurately). The article seems to lean too much towards being about the movie, which makes it seem as if it was the original source material instead of the book. It would be best that we keep the article based mainly on the book, with details on the movie where applicable. Otherwise, what we would be doing would be the equivelent of someone making the Lord of the Rings article more about the Peter Jackson movie than JRR Tolkien's work.     ==Tyler section== We should merge the Tyler Durden section into the characters section. There isn't a need for 2 separate sections on him. As it is it looks redundant and a bit sloppy. Any details that don't fit that section can go into a different one.     ==Backstory of the novel== I just recently updated the article on Chuck Palahniuk with info on how Fight Club came to be. This is in the first paragraph of the Biography section. I was wondering if anyone thought we should include that info in this article, since it gives the backstory of how it was written.   ]]    ==Musical== This this for real? I've never heard such a thing, can anyone offer proof?   4:59, 05 Aug 2004 (UTC)  :See http://www.playbill.com/news/article/86917.html for more details. Also a recent Guardian interview.      ==Movie & Book Balance== As I mentioned above at the end of the Reader's Digest, Jack/Joe section, the article is ``biased`` towards the movie (that is, the info for the film is treated as being the primary source instead of the book), and needs to be balanced equally for the book. I have fixed a recent re-write of the plot section (which made it even more biased in favor of the film), but more work could be done to balance the article. I think that fixing this is the most important o",0
"  ::::I'm familiar with the part about No personal attacks and if you'll have a look at  or my contributions you'll find that I'm moderately familiar with how Wikipedia works.  Dropping out now, I've led you to water, but I can't make you drink.  If you don't think the article should make things clear, there's apparently no way to convince you that it should.   ",0
"`     if it ``increases blood flow`` but may cause headaches, is this simply a way of saying that it is a vasodialator?`",0
"`  ===Minimum basis of principle for co-operation=== OK, I am willing to work together with all of you, but only on the following basis: #that we all accept the existence and the legitimacy of our ``opponent's`` POV in the article. In practice, I think that this would mean that, if a particular POV is described in a paragraph, the ``opponent`` will not remove it, nor edit it so as to distort it, nor even weigh in with counterarguments (!). Counterarguments should receive their own paragraph, to describe them more thoroughly, they shouldn't be used to destroy a POV ; #no personal attacks #that we work in several stages, i.e. one side of the debate writes a full draft, and only after they are done can the other side edit the draft. In this way we could approach NPOV in several iterations. #that we focus on the bigger picture rather than bickering about details #that we leave the debate on the title for later. once we manage to write a full article, we will be so proud of ourselves that we will be able to solve that problem Who can agree to this? -    ==Strategy for cooperative writing==  Hello, I trust everyone had a good weekend?  Jay, Buff and Pir, I would really like to work with you on the, er, list of bullet points.  Some open issues remain:  ===The title of the article we are writing===  Is it Occupation of Palestine, Arab-Israeli conflict, or what?  ===The names of the sides===  Which leads to what we should call the sides which advocate the POVs expressed by Buff & Jay's, ah, 'duelling bullets' above. Arab vs. Israel? Worldwide consensus vs. a few extremists? PLO vs. right-wing Jews?  ===How to work together===  I think we can get started on the article, even if we can't yet agree on where the article should go, and what we should call the ``sides``. But if the name of one side becomes a stumbling block, I don't know what to do. Buff, you're not going to insist that the POV you outlined on Friday (and which led me to hope for a peaceful Sabbath -) is the Palestinian side, are you? Can we attribute that POV to a particular person or organization instead? (We can note in the article that he or it claims to represent a side...)  Let's list some working titles:  * opposing views on the disposition of the region called Palestine * views of homeland creation in the Middle East * why there is no peace in Palestine * background of the Arab-Israeli conflict * your entries here  All I know is that HistoryBuffER is trying very hard to conform to Wikipedia's NPOV policy, and that pir is being very nice and harmonious, and that Jay knows 100 times more history than I do.     Sorry, I forgot to mention IZAK. He's helping, too, and knows some points of history. So, this brings our ``list of players`` up to:  * Buff - ``pro-Palestinian`` but hates scare quotes! :: Disagree with POV characterization. Being pro-facts and pro-fairness means just that. If facts and fairness favor the Palestinian side that's just the fact of life and is not necessarily POV  fairness is not always blind.  19:40, 2004 Oct 11 (UTC) * Ed - tries to be neutral but is really pro-Israel * IZAK - hotly pro-Israel * Jay - pro-Israel * Pir - very nice, harmonious person  Are we all on board now?`",0
 Thank you most kindly for including the (R) symbol to denote a registered trademark.,0
  == renault ==  you sad little bpy for driving a renault clio which has no vaa voom so there and the mcflurry is made of shit,1
`::::::::A cheap excuse: ``quality`` is what pleases you.    `,0
One more thing- was there ever actually a vote to make Wikicode official WP policy? If not it isn't legitimate and should be on VFD right now    ,0
" :::How in Perun's sake he could have known that you are you? Copyright issue is a serious threat to wikipedia. Forseeing your response, a simple claim of authorship would do. We are not so bureaucratic here as it might seem.  ",0
" :If you can find accurate numbers and a source, please put them in.  ",0
  ::I am not sure I understand the answer but I will bring it back to Sweden for help whith translation before I ask you what it means. My english is bad and can only understand more simple words than abouve (sorry again for bad spelling! I only try what I think might be right)  ,0
"  fyi, the 3 revert rules is 3 in 1 day, not 3 total.    ",0
"`: Yes, it's the same. Felis catus is the original species name used for the house cat by Linnaeus, and ``domesticus`` is a name that's commonly used for domesticated forms of a species, so they both denote the same thing.    `",0
"`  :Rhino, apparently, is  a by-product of Netscape's abandoned ``Javagator`` project that also produced Grendel; both are related to Mozilla in that they have been continued as open source projects under the auspices of mozilla.org, but it looks to me like Mozilla itself uses the C-based SpiderMonkey for its JS engine.  :I certainly think Thunderbird is misplaced here; in fact, I think the ``sub-projects`` and ``spin-off browsers`` sections need reorganisation, and possibly merging - certainly they should be next to each other, rather than with other sections in between. Perhaps ``Mozilla technology`` could mention the structure of the suite itself, and then a ``Related projects`` section could deal with: #Development tools: bugzilla, tinderbox, bonsai, etc #Gecko-based browsers: whether they be gecko-GUI'd or just gecko-rendered #Projects based on Mozilla code: thunderbird, sunbird, XMLTerm, et al #Other projects hosted by mozilla.org: rhino, grendel, ElectricalFire, Mstone (although it's hard to tell where on the scale from 'active' to 'abandoned' these projects are)  :What think ye? -  `",0
"` :I'm not sure what you're propsing here; we seem to have 3 options: :*Include the EU as a whole, just summed PPPs :*Include just Eurozone countries :*Do not include EU as a whole at all :The first option is inaccurate, apparently.  I agree that the current figure is wrong.  The second option you seem to support as a ``quick`` method - are you saying it's wrong?  And is it only worth including if done ``properly``?  I don't think we can leave out the EU entirely, Eurozone or otherwise - it's an important part of current politics and economics.  So I think we should add Eurozone, referred to as EU or as Eurozone, with a footnote explaining that the EU on the whole is in flux, but the figure is accurate-as-possible for the Euro countries.  Does this work with you?`",0
  == John Child ==  There is no article about John Child the volleyball player and the link is to another John Child.,0
"Hello this is Priscilla.  Hmmmm  as the due date of wiki is nearing perhaps we should stop adding any additional stuff.  However, having said that, I realised that the 'love and marriage' section, is quite incomplete.  There're still alot of gaps that we have to fill.  Eg.  We do not have any information on his third wife, neither do we know anything about his sons. While reading it I just find it kinda 'deprived' of information.  is there any possibilities that we can fill those gaps ??     ",0
  :Good to know your profession. I like working in a multidisciplinary team. After beavering away at the change in categories I think I upset one of the people looking after the psychology category who went through redoing their categories. It would be nice if we could work together on this project to achieve a sort of mini psych textbook. I think that would also help those who currently take a rather oppositional approach to find that we don't have three heads and aren't out to harm them. I can already see some of this mollification occurring with some contributors. Still my bias is to add to the clinical psychiatric area since this is my field. Tonight I am working on Psychiatric history which I hope to have ready for upload later tonight. Is there an article on Overvalued idea? If not there should be. Just a suggestion. [Grin]  ,0
  == Thanks for the revert ==  Thanks for catching and reverting the vandalism to my user page.  I've already reported that guy at WP:VIP; hopefully someone will take care of him soon. — ,0
"`  :What I mean is, pages that start with Wikipedia: that would perhaps benefit from a link to Wikifun. For example, Wikipedia:Wikipediholic might merit a link in the See also section.    `",0
  Was he named Elmer after someone ?  ,0
"  == Stop immediately ==  Please stop immediately.  If you continue to create such a mess with Jesus, and all those other redirects, I will have no choice but to block you. -|]] ",0
   == Oops! ==  The article seems empty. I cannot find any trace of vandalism in the history of the article. Maybe this is a problem with my browser? Can anybody confirm?,0
An event mentioned in this article is an October 8 selected anniversary.  ,0
"  :Sorry, it sounds like you may have misread my comments, which were made over a month ago. Are you thinking I was being sarcastic? - I wasn't. I am aware that leaving comments for an anonymous IP might not get read by the same user. Please sign your comments.   ",0
"` Oct 2004 (UTC)  :No, Hawstom, it is not ``just a Book of Mormon`` thing. You have no idea whether reformed egyptian has been used in other contexts.  Just because its use in one context is recognized in some subset of society in the history of the universe does not mean it has not been used in other contexts. Your oversimplification is dead wrong, your centrism is misguided, and your comments put words (the wrong words) in Nauvoo's mouth. Nauvoo can speak for himself. —| 15:38, 30`",0
"  == Middle Chinese Influence ==  I was wondering what is the V+ and the V- in Middle Chinese mean or where it came from.  I have done research on Minnan hua and they don't seem to always map to Cantonese in a few tones, perhaps they are confused by the different tones.  In some ways, I think Vietnamese is even closer to Cantonese than Minnan in terms of tones.  It almost maps to each one exactly.  The 2nd tone in Cantonese usually has the ? accent in Vietnamese and the 5th tone always have the ~ tone on top of the vowel.  Also, Vietnamese preserved some of the NG initials that seem to be dropped from Cantonese, eg.  ren2 (mandarin) ->  jan4(cantonese), but it has the ng inital in Hakka, Toisanese, and Vietnamese.  Cantonese doesn't distinguish between teacher/lion and poem. hakka/viet su  (sai in minnan i think) teacher/lion and   si  poem  But there's closer tongue curling relationship between Vietnamese and Mandarin.  (Possible tongue curling in older Chinese?  or Manchu influence?) shi  goes to th, su and all si go to t or s  zh goes to  chi, tr z  goes to t or ty  chi goes to xi, tr, si   (no real pattern) c   usually t  but some exceptions to tu or thu  Also, it seems that most (if not all) 2nd tone x, zhi, z initials in Mandarin has a hard ending (-k -p -t) in Cantonese.  The hard endings -k -p -t is an element from older Chinese.  -h also in Minnan.",0
"  :What they are trying to do is create a false distinction between Revisionist history and Historical revisionism. This distinction is based sheerly upon the opinions of the editors involved, and has no basis in objectivity nor neutrality. The articles must be NPOV'ed and merged.  [Spade] ",0
"I disagree considering that number is about 6000 off and that's even without all the totals in yet. 1 percent of precints are still left to report(one percent would be another 3000 votes) plus provisonal/absentee ballots. Aka you can't add in the amount he got untill we have federal certified election results, untill then it's according to [blank media] Badnarik so far has recived (number) amount of votes.    ",0
"`  The topic could be the subject of an article, but this needs to be rewritten as an encyclopedia article. Use of the first person (eg, ``As far as I understand `` and telling people what to do (eg, ``just go to the cuban interest section and request them for a permition``...) are not appropriate for any article on any subject. If you want an article on this subject, rewrite it according to the Wikipedia:Manual of Style. Even when it is an emotional issue, make special effort to adhere to Wikipedia's NPOV guidelines. State the facts and let those facts speak for themselves. Cheers,   `",0
"  == Arafat has died!!! ==  Today Arafat has died. Please somebody edit the page and write that he has died today, November 4, 2004. News sources will soon be speaking of it. Take off the editing block and edit that.",0
  :I thought that the 40 days was based on a full series with each episode covering approximately 2 days.  At this point I think the time span is too up in the air and maybe we should just dump this note until somebody figures out a complete timeline.   ,0
  :About personal attacks...I wasn't the one going around and persecuting IP addresses...,0
"  :Info on producers is OK, but - I'm certain Phelps Dodge isn't the only one out there. At least back in the '70s when I worked in the copper industry, PD had lots of competition. Your edits looked like a promotion for a single big company - so I reverted. If iron and other metals have similar promotion like info they should be cleaned up also. I'll check 'em out when I get time. - ",0
"Your User Page ==  I can't claim much responsiblility for how your user page looks like now: my claim to fame is as the first to respond to your call for beautification. Anyway, do you like how it looks now?    Dude, it rocks.  I was stunned when I saw it this morning.    :The top toolbar is cool, but I think the play with font in the headings is unnecessary...Anyway, I added a few font alternatives for those who do not have access to the Georgia (font) font. —   == ",0
"  ===Pitocin and PDD=== Hello, the history of Pitocin shows that you created this page. What is your source for linking Pitocin with Pervasive developmental disorder? I've never heard of such a linkage, and I've a vested interest in knowing more about it. Thank you,  ",0
"  == Congratulations on search engines ==  The #1 search on Lycos for the week ending November 6, 2004 was '2004 Presidential Election': http://50.lycos.com/ I don't know what that search produced that week, but today that search shows this Wikipedia entry as #2. (If you're curious, #1 was http://dir.yahoo.com/Government/U_S__Government/Politics/Elections/Presidential_Elections/2004_Presidential_Election, and #3 was www.opensecrets.org/presidential/index.asp)  Assuming that phrase was just as popular on other search engines, this is where the Wikipedia entry appeared in non-sponsored sections: #5  AOL ??? Ask Jeeves #1  Clusty  #5  Google  #2  HotBot #8  MetaCrawler #1  MSN  ??? Teoma #3  Vivisimo #12 Yahoo!   So, congratulations and appreciation to everyone who worked on this entry. I thought you might enjoy this as a record of your achievement and popularity. -)",0
"  -  Thanks Graham, glad to be part of such a great idea. Just my two pence! )   ",0
"  Far be it from me to presume to have fixed this obviously inflammatory debate, but what remains for the tag to be taken down now?  ",0
"I don't have intention to start a pointless fight with you. I just think you made an honest mistake here. As you can see, many aren't satisfied by Alberuni's vandal changes, and since he is not willing to cooperate and just blaming everyone who disagrees with him in being a part of a Zionist conspieracy, I ask you to reconsider your stand here, and revert to the accepted version. See again the links I gave you to more background information.    :",0
"  :::Hey, just because you think Braveheart is gospel, doesn't make Edward II the way Hollywood portrayed him.  What type of scholarship is this??   ",0
"`  ::No, I haven't  though I remember when it came out.  Sort of a companion  not in actuality, but in subject matter  to Chancellor Williams' The Destruction of Black Civilization.  If you're getting at the fact that Cleopatra could have been Greek and black  well, that's possible.  I haven't given it a lot of thought, frankly.  I used to think Cleopatra was black and then not  but I guess I haven't cared enough to read up on the subject.  When I responded to the last poster in the other forum, I decided to address his appalling ignorance more broadly  which concerns me more.  The big picture and not which person of note was what color  except as examples of a general population.  Without reading Black Athena, however, I know enough from other reading  about Etruscans, Phoenicians, etc.  that there was a substantial African presence in those cultures  and that ancient Greece was heavily influenced by black Egypt.  (One obvious appropriation:  so-called ``Greek architecture,`` many elements of which actually are black African/Egyptian in origin.  (Have you read it?) Peace.  `",0
" :I disagree.  The original usage of the term was probably exclusively West Coast, but that is no longer the case.  Allmusic says Biggie was gangsta rap, for example, MTV.com calls Jay-Z a gangsta rapper, Nas, Busta Rhymes and 50 Cent are also called gangsta rappers, this page calls G funk an offshoot of East Coast gangsta rap, this page talks about New York gangsta rap and Chuck D has called both Jay-Z and Ja Rule gangsta rappers. There is, perhaps, a difference in usage, but I don't think the term is exclusive to the West Coast.  :Interestingly, this article is a #3 google hit, which is pretty sweet, and a good reason to focus on it! I wonder if we could improve it to featured level soon... ",0
  I strongly suspect that jakew and Robert the Bruce are the same person.   ,0
"    Dear Dogfather, please let me know your opinion about ideas from Wikipedia talk:WikiProject Dog breeds#is: List of dog breeds. Thanks  03:26, 2004 Nov 2 (UTC)",0
"  Thanks, and I apologize for my comment.  I'd like you to know that I understand your position.   ",0
"Okay, there seems to be an 'edit war' going on here, and it's silly.  Question:  is the current photo (colour image) in the Public Domain?  It was not listed as such when I checked.    ",0
"`  == Can we get a geography section in this article? ==  For instance, New England apparently has fjords known as ``fiards``.   `",0
" :Meet-space refers to the real, rather than virtual, world.  The sentance means that actual physical police went to some spammer's house and arrested him.  I've chaned it in the article.  ",0
"` ::Right... I tried to follow the tutorial, I think it'll basically work in 5.5. It's ``extrahera``, not a command I'd ever have selected sponaneously in my life. I think I'll be able to do it, although tonight, I've been spending a lot of time without tangible results. The tool is kind of too intelligent for what I tried to do. I outlined the part I wanted with green and filled inside with blue, but then Photoshop tried to guess (quite wrongly) what I really wanted and kept big blurry bits of the green-covered stuff, too. -( Computers are just too smart these days. Anyway, I made progress, I'll probably get there another day. Thanks, David. ]] `",0
   ==sweet== this game looks so freakin sweet i hope my dad buys it for me,0
"  :Ach! I've known more Karl's (and Carl's) than Kurts, I reckon. My apologies! Cheers,  |  ",0
